경로	HTTP메서드	구 컨트롤러:라인	구 판정	구 근거(SecurityConfig.kt)	booster 판정	booster 근거	판정 일치여부	실측 요청경로	구 실측(무토큰)	구 실측(유효토큰 헤더)	booster 실측(무토큰)	booster 실측(유효토큰 헤더)	booster 수정전(유효토큰 헤더)	booster 토큰 출처	실측 대조
/api/v1/post-word/statistics	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/postWord/controller/PostWordController.kt:27	PERMIT_ALL	GET /api/v1/post-word/statistics	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/post-word/statistics	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/posts	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/post/controller/PostController.kt:27	PERMIT_ALL	GET /api/v1/posts/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/posts	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/products/{productName}/purchases	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/productPost/controller/ProductController.kt:30	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/products/1/purchases	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/public/hospitals	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/publicSeo/controller/PublicHospitalController.kt:19	PERMIT_ALL	GET /api/v1/public/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/public/hospitals	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/public/hospitals/{storeId}	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/publicSeo/controller/PublicHospitalController.kt:26	PERMIT_ALL	GET /api/v1/public/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/public/hospitals/1	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/schedule	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/schedule/controller/ScheduledController.kt:20	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/schedule	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/schedule/alimtalk/new-negative-post	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/schedule/controller/ScheduledController.kt:79	PERMIT_ALL	POST /api/v1/schedule/alimtalk/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/schedule/alimtalk/new-negative-post	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/schedule/alimtalk/new-positive-post	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/schedule/controller/ScheduledController.kt:95	PERMIT_ALL	POST /api/v1/schedule/alimtalk/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/schedule/alimtalk/new-positive-post	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/schedule/status	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/schedule/controller/ScheduledController.kt:36	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/schedule/status	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/schedule/status	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/schedule/controller/ScheduledController.kt:61	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/schedule/status	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/store-channel/search/google	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/storeChannel/controller/StoreChannelController.kt:76	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/store-channel/search/google	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/store-channel/search/kakao	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/storeChannel/controller/StoreChannelController.kt:50	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/store-channel/search/kakao	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/store-channel/search/modoodoc	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/storeChannel/controller/StoreChannelController.kt:63	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/store-channel/search/modoodoc	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/store-channel/search/naver	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/storeChannel/controller/StoreChannelController.kt:25	PERMIT_ALL	GET /api/v1/store-channel/search/naver	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/store-channel/search/naver	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/store-channel/search/unofficial/naver	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/storeChannel/controller/StoreChannelController.kt:38	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/store-channel/search/unofficial/naver	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/store/register	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/store/controller/StoreController.kt:78	PERMIT_ALL	POST /api/v1/store/register	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/store/register	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/store/search	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/store/controller/StoreController.kt:52	PERMIT_ALL	GET /api/v1/store/*	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/store/search	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/store/store-channel	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/store/controller/StoreController.kt:108	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/store/store-channel	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/store/store-channel/completed	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/store/controller/StoreController.kt:91	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/store/store-channel/completed	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/store/{storeId}	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/store/controller/StoreController.kt:66	PERMIT_ALL	GET /api/v1/store/*	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/store/1	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/stores/check	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/store/controller/StoreController.kt:39	PERMIT_ALL	GET /api/v1/stores/check	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/stores/check	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/stores/{storeId}/channels	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/store/controller/StoreController.kt:163	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/stores/1/channels	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/stores/{storeId}/channels/{channelId}/auth	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/store/controller/StoreController.kt:144	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/stores/1/channels/1/auth	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/stores/{storeId}/organization-team	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/store/controller/StoreController.kt:227	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/stores/1/organization-team	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/stores/{storeId}/posts/statistics	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/store/controller/StoreController.kt:178	PERMIT_ALL	GET /api/v1/stores/{storeId}/posts/statistics	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/stores/1/posts/statistics	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/stores/{storeId}/posts/statistics/period-count	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/store/controller/StoreController.kt:207	PERMIT_ALL	GET /api/v1/stores/{storeId}/posts/statistics/period-count	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/stores/1/posts/statistics/period-count	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/stores/{storeId}/team	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/store/controller/StoreController.kt:125	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/stores/1/team	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/team/averageScore/{teamId}	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/team/controller/TeamController.kt:37	PERMIT_ALL	GET /api/v1/team/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/team/averageScore/1	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/team/keyword/{teamId}	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/team/controller/TeamController.kt:32	PERMIT_ALL	GET /api/v1/team/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/team/keyword/1	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/team/messageCount/{teamId}	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/team/controller/TeamController.kt:42	PERMIT_ALL	GET /api/v1/team/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/team/messageCount/1	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/team/presentCount/{teamId}	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/team/controller/TeamController.kt:52	PERMIT_ALL	GET /api/v1/team/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/team/presentCount/1	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/team/presentHistories/{teamId}	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/team/controller/TeamController.kt:57	PERMIT_ALL	GET /api/v1/team/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/team/presentHistories/1	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/team/presentHistories/{teamId}/excel	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/team/controller/TeamController.kt:70	PERMIT_ALL	GET /api/v1/team/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/team/presentHistories/1/excel	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/team/reviewWriteRate/{teamId}	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/team/controller/TeamController.kt:47	PERMIT_ALL	GET /api/v1/team/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/team/reviewWriteRate/1	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/users/me/stores	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/appUser/controller/AppUserController.kt:50	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/users/me/stores	401	200	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 · 유효토큰 구200/신404(게이트 통과, 핸들러는 P1~P4) — 수정 전 401
/api/v2/boost1/organizations/{organizationId}/teams/{teamId}/messages	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/reviewBoost/v2/controller/ReviewBoostV2Controller.kt:22	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	bypass.url 부분문자열 불일치 -> 토큰 필요 (기존 동작 무변경)	일치	/api/v2/boost1/organizations/1/teams/1/messages	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	401	401	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	무토큰 구401=신401 일치 · 유효토큰 신401(쿠키 출처 유지 — 소유 범위 밖, 수정 전 401 과 동일)
/internal/admin/web/review-boost/request-settings/statuses	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalAdminWebController.kt:52	PERMIT_ALL	POST /internal/admin/web/**	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/admin/web/review-boost/request-settings/statuses	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
/internal/admin/web/review-boost/stores/{storeId}/hospital-message-template	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalAdminWebController.kt:60	PERMIT_ALL	POST /internal/admin/web/**	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/admin/web/review-boost/stores/1/hospital-message-template	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
/internal/admin/web/review-boost/team-message-templates	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalAdminWebController.kt:45	PERMIT_ALL	POST /internal/admin/web/**	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/admin/web/review-boost/team-message-templates	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
/internal/admin/web/stores/{storeId}/organization-team	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/internal/controller/InternalAdminWebController.kt:31	PERMIT_ALL	GET /internal/admin/web/**	BLOCKED_403	InternalAccessBlockFilter (T14, HIGHEST_PRECEDENCE) — 인증 이전에 403	의도적 불일치(P4)	/internal/admin/web/stores/1/organization-team	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	403	403	403	CookieTokenExtractor (쿠키 accessToken — 기존 동작 무변경)	신 전수실측 403(무토큰·유효토큰 동일, 수정 전후 불변) — 의도적 불일치(P4). 구는 미실측(10·11열 사유)
